first_active_month,card_id,feature_1,feature_2,feature_3,target,source,first_active_year_unit,first_active_month_unit,first_active_month_label_code,first_active_year_unit_label_code,first_active_month_unit_label_code
2016-12,C_ID_12e6c60a75,4,2,1,1.01330567,train,2016,12,61,5,11
2016-05,C_ID_556a40ac68,2,1,1,-1.22214664,train,2016,05,54,5,4
2017-08,C_ID_d2ffeab762,1,3,0,-0.71199167,train,2017,08,69,6,7
2017-04,C_ID_dc47e33f4a,1,1,0,-1.153488,train,2017,04,65,6,3
2016-03,C_ID_32f4208133,3,2,0,0.0,train,2016,03,52,5,2
2017-06,C_ID_77f41d9539,1,1,0,-0.9049427,train,2017,06,67,6,5
2016-12,C_ID_67d30d7192,4,1,1,0.21320993,train,2016,12,61,5,11
2017-04,C_ID_90105c7e97,2,2,1,-0.38559212,train,2017,04,65,6,3
2016-11,C_ID_4122576347,1,1,0,0.0,train,2016,11,60,5,10
2016-06,C_ID_f7931092b8,2,3,1,-0.29632225,train,2016,06,55,5,5
2016-09,C_ID_f60d5c4fb8,2,1,1,1.13422142,train,2016,09,58,5,8
2015-09,C_ID_e398a05273,2,3,1,0.11628536,train,2015,09,46,4,8
2017-09,C_ID_2a85425114,0,2,0,6.98284969,train,2017,09,70,6,8
2016-12,C_ID_deacccdc9c,1,2,0,-0.11855412,train,2016,12,61,5,11
2014-12,C_ID_9bcf481593,2,3,1,1.23140428,train,2014,12,37,3,11
2016-12,C_ID_904c06e1bb,1,2,0,-1.18312316,train,2016,12,61,5,11
2016-05,C_ID_cdf6626f5e,4,1,1,0.0,train,2016,05,54,5,4
2017-07,C_ID_57e3073766,4,1,1,0.33344933,train,2017,07,68,6,6
2017-01,C_ID_2196c57871,1,2,0,0.3891339,train,2017,01,62,6,0
2017-01,C_ID_6648a9647f,2,3,1,-0.75459137,train,2017,01,62,6,0
2016-06,C_ID_dd5e75af40,1,2,0,-0.00168104,train,2016,06,55,5,5
2016-12,C_ID_47912c6f50,1,1,0,0.45542037,train,2016,12,61,5,11
2017-01,C_ID_cc100fc704,1,2,0,2.40254889,train,2017,01,62,6,0
2016-07,C_ID_994f46fe18,2,3,1,-1.39624225,train,2016,07,56,5,6
2016-10,C_ID_63430849fe,2,3,1,-0.80367451,train,2016,10,59,5,9
2014-12,C_ID_3c07fbae2f,2,3,1,0.0,train,2014,12,37,3,11
2016-10,C_ID_7e2947cb94,0,1,0,-4.92397479,train,2016,10,59,5,9
2017-10,C_ID_57cd4a8a63,2,1,1,0.77135785,train,2017,10,71,6,9
2017-01,C_ID_d204f63333,2,3,1,-0.42790313,train,2017,01,62,6,0
2016-11,C_ID_09bd3f22e0,3,1,0,-4.11340335,train,2016,11,60,5,10
2015-03,C_ID_cc949053b7,1,1,0,-0.80217932,train,2015,03,40,4,2
2017-03,C_ID_f796d2975b,2,2,1,2.0849989,train,2017,03,64,6,2
2015-08,C_ID_d6edba1f1b,2,3,1,0.99677524,train,2015,08,45,4,7
2017-03,C_ID_ab4c18dff3,2,3,1,-0.07095324,train,2017,03,64,6,2
2016-06,C_ID_2dbfc239be,1,2,0,0.84655066,train,2016,06,55,5,5
2017-08,C_ID_8cfa5606ed,1,3,0,-0.22213205,train,2017,08,69,6,7
2016-11,C_ID_c99638c8e5,4,1,1,-1.00524961,train,2016,11,60,5,10
2017-06,C_ID_efc1ead18e,2,1,1,0.94238098,train,2017,06,67,6,5
2016-12,C_ID_f4af5b5cca,2,2,1,-2.50734731,train,2016,12,61,5,11
2015-12,C_ID_5e4878340b,3,2,0,0.0,train,2015,12,49,4,11
2017-08,C_ID_7adb4062b7,2,2,1,1.63438358,train,2017,08,69,6,7
2016-08,C_ID_ddf07bd08f,4,1,1,-0.74513298,train,2016,08,57,5,7
2016-11,C_ID_7c8ca9bf62,2,3,1,-0.98676318,train,2016,11,60,5,10
2017-11,C_ID_d2b32fec98,4,1,1,1.6245695,train,2017,11,72,6,10
2017-03,C_ID_16ce0ab9ac,0,2,0,0.22862925,train,2017,03,64,6,2
2017-09,C_ID_25283acbff,3,3,0,-2.75292437,train,2017,09,70,6,8
2017-10,C_ID_470cac5348,0,1,0,-0.11423412,train,2017,10,71,6,9
2016-11,C_ID_0ec7e46cbd,2,2,1,1.23813482,train,2016,11,60,5,10
2017-11,C_ID_ecc71a6c46,0,2,0,-0.91109444,train,2017,11,72,6,10
2016-10,C_ID_98e00e4a57,2,2,1,6.4947356,train,2016,10,59,5,9
2017-01,C_ID_2b2e38dfd7,3,2,0,0.16631666,train,2017,01,62,6,0
2017-07,C_ID_4bfa89d49e,1,1,0,-0.39717462,train,2017,07,68,6,6
2016-05,C_ID_738782b025,1,2,0,2.67111929,train,2016,05,54,5,4
2015-05,C_ID_900c10a48c,2,3,1,-1.01021391,train,2015,05,42,4,4
2017-12,C_ID_47124fefeb,0,1,0,1.11074821,train,2017,12,73,6,11
2017-11,C_ID_8e575477e2,1,1,0,2.33776525,train,2017,11,72,6,10
2015-09,C_ID_20ea8f05bb,2,3,1,-0.05546909,train,2015,09,46,4,8
2017-05,C_ID_90481bfe48,1,2,0,0.32616016,train,2017,05,66,6,4
2014-01,C_ID_ef3dab9780,2,3,1,0.4838101,train,2014,01,26,3,0
2017-11,C_ID_a4112824fe,1,1,0,-0.57797326,train,2017,11,72,6,10
2013-10,C_ID_efe1c66b63,2,3,1,2.56686024,train,2013,10,23,2,9
2016-05,C_ID_db12c0f6f8,4,1,1,-3.74224981,train,2016,05,54,5,4
2014-02,C_ID_b16ce41c10,2,3,1,-0.46494777,train,2014,02,27,3,1
2017-01,C_ID_3709d2a979,4,2,1,0.74245924,train,2017,01,62,6,0
2016-04,C_ID_5dcaea897d,2,3,1,3.12833937,train,2016,04,53,5,3
2015-09,C_ID_bb885e46f3,2,3,1,-0.10749384,train,2015,09,46,4,8
2016-10,C_ID_fb49366724,1,2,0,-0.33436978,train,2016,10,59,5,9
2017-10,C_ID_292613eab6,3,1,0,-0.18831845,train,2017,10,71,6,9
2017-09,C_ID_8bc3b42d30,4,1,1,-3.7019246,train,2017,09,70,6,8
2017-07,C_ID_adf6cff915,0,1,0,-1.90862394,train,2017,07,68,6,6
2017-02,C_ID_fa359e34ad,1,2,0,1.04712919,train,2017,02,63,6,1
2017-07,C_ID_8b14a6bc0e,2,3,1,-0.05181076,train,2017,07,68,6,6
2017-11,C_ID_846372bd28,2,3,1,0.51370733,train,2017,11,72,6,10
2017-05,C_ID_33baacd4b6,4,1,1,-0.89968183,train,2017,05,66,6,4
2013-11,C_ID_9cb70d60d0,2,1,1,1.16073583,train,2013,11,24,2,10
2016-12,C_ID_87a6b2fce5,1,2,0,0.7091137,train,2016,12,61,5,11
2015-12,C_ID_c14647b4c7,2,3,1,-1.5387557,train,2015,12,49,4,11
2017-05,C_ID_59f1224481,1,1,0,0.84365121,train,2017,05,66,6,4
2017-07,C_ID_6ba43c18e9,0,1,0,0.15424911,train,2017,07,68,6,6
2016-03,C_ID_090f293907,2,3,1,0.51152794,train,2016,03,52,5,2
2016-03,C_ID_57bb0c2076,3,2,0,1.63940693,train,2016,03,52,5,2
2017-11,C_ID_4aad00eaf7,1,2,0,-0.2747278,train,2017,11,72,6,10
2017-06,C_ID_3665c7957d,1,1,0,0.51433751,train,2017,06,67,6,5
2017-01,C_ID_a71ce30a15,4,1,1,-1.36294492,train,2017,01,62,6,0
2017-10,C_ID_a6e62fa579,0,3,0,-2.91133949,train,2017,10,71,6,9
2017-04,C_ID_e581c02dcf,2,2,1,1.3793958,train,2017,04,65,6,3
2017-07,C_ID_0c0cd4e789,3,1,0,-0.81541633,train,2017,07,68,6,6
2017-02,C_ID_acc7d5bbd1,3,1,0,-0.19797195,train,2017,02,63,6,1
2016-06,C_ID_ac085e3dc4,1,2,0,-0.11306527,train,2016,06,55,5,5
2017-05,C_ID_4efa0fbddc,4,1,1,6.87673385,train,2017,05,66,6,4
2016-07,C_ID_0befa7f7a6,2,3,1,1.92531248,train,2016,07,56,5,6
2017-07,C_ID_9cc9c4074a,4,1,1,0.72058807,train,2017,07,68,6,6
2017-10,C_ID_1ffb2328b1,1,2,0,-0.45003897,train,2017,10,71,6,9
2015-12,C_ID_fb862ba15e,4,1,1,-1.19327652,train,2015,12,49,4,11
2017-10,C_ID_eb75111a19,4,1,1,-1.68443899,train,2017,10,71,6,9
2017-11,C_ID_b20e7f2274,3,3,0,1.27197965,train,2017,11,72,6,10
2017-07,C_ID_452370255a,2,1,1,-2.49336708,train,2017,07,68,6,6
2017-12,C_ID_4e8b6ed3e8,3,1,0,0.22825617,train,2017,12,73,6,11
2016-04,C_ID_24a2250050,1,2,0,-1.74138568,train,2016,04,53,5,3
2017-10,C_ID_bcc2197b38,1,1,0,0.63276755,train,2017,10,71,6,9
2017-04,C_ID_aed9ba905c,3,3,0,-1.1409021,train,2017,04,65,6,3
2016-10,C_ID_d7e5bfc89b,4,1,1,0.8950772,train,2016,10,59,5,9
2017-05,C_ID_df31307eb6,2,2,1,-0.21173203,train,2017,05,66,6,4
2017-12,C_ID_140372ba62,0,1,0,-1.42202519,train,2017,12,73,6,11
2017-10,C_ID_4fbdc2fed9,1,2,0,0.2468349,train,2017,10,71,6,9
2017-10,C_ID_45eb92a1a0,1,1,0,0.0,train,2017,10,71,6,9
2014-12,C_ID_e65565461e,2,3,1,0.09320171,train,2014,12,37,3,11
2015-08,C_ID_29db93cd5c,4,1,1,-0.05835228,train,2015,08,45,4,7
2014-11,C_ID_162018d642,2,1,1,2.10331236,train,2014,11,36,3,10
2017-02,C_ID_493af66282,0,3,0,0.08191235,train,2017,02,63,6,1
2017-07,C_ID_82e285e5b5,4,1,1,-0.33727597,train,2017,07,68,6,6
2017-11,C_ID_3aea69a6ee,1,1,0,0.78212606,train,2017,11,72,6,10
2017-08,C_ID_16a2edea6a,4,1,1,0.01782903,train,2017,08,69,6,7
2017-10,C_ID_1e20ee35c2,0,1,0,-0.05097566,train,2017,10,71,6,9
2016-10,C_ID_aa729ac642,3,2,0,0.0,train,2016,10,59,5,9
2017-04,C_ID_f1fb94fde6,2,2,1,-0.46450672,train,2017,04,65,6,3
2015-10,C_ID_831440825e,3,2,0,-0.04488181,train,2015,10,47,4,9
2017-06,C_ID_b275cc2e57,1,2,0,0.00482497,train,2017,06,67,6,5
2017-07,C_ID_fe5b792d25,2,3,1,-0.6942625,train,2017,07,68,6,6
2017-11,C_ID_48c3cf7121,4,2,1,0.51545177,train,2017,11,72,6,10
2016-12,C_ID_c7de25e012,1,1,0,-2.56182546,train,2016,12,61,5,11
2017-02,C_ID_1087f54055,2,2,1,-0.4613913,train,2017,02,63,6,1
2016-08,C_ID_ba7b523210,1,2,0,0.39905221,train,2016,08,57,5,7
2016-02,C_ID_7d515b81f8,1,2,0,-1.10470062,train,2016,02,51,5,1
2016-04,C_ID_44cc3f282a,3,2,0,2.75019872,train,2016,04,53,5,3
2017-09,C_ID_4460aed990,0,1,0,0.22522021,train,2017,09,70,6,8
2017-06,C_ID_63bef9fb8a,2,3,1,-0.46047377,train,2017,06,67,6,5
2016-02,C_ID_153d7d43ac,1,2,0,-0.2397252,train,2016,02,51,5,1
2015-09,C_ID_742c4304b6,3,2,0,0.69175864,train,2015,09,46,4,8
2016-12,C_ID_8d82f13ae3,4,1,1,0.2739796,train,2016,12,61,5,11
2017-11,C_ID_a76c3e08f9,1,1,0,0.18126543,train,2017,11,72,6,10
2017-05,C_ID_0b41c58de5,2,2,1,-1.78640413,train,2017,05,66,6,4
2016-08,C_ID_db96f22323,1,2,0,0.18886289,train,2016,08,57,5,7
2015-01,C_ID_75a9ac37e3,2,3,1,-0.54011362,train,2015,01,38,4,0
2015-07,C_ID_d66cfb37ab,4,1,1,-2.81569356,train,2015,07,44,4,6
2017-06,C_ID_8abec92152,1,1,0,-0.08769856,train,2017,06,67,6,5
2017-12,C_ID_b77b7b0e80,3,2,0,-0.23924211,train,2017,12,73,6,11
2016-10,C_ID_d7db191454,4,2,1,-0.23966087,train,2016,10,59,5,9
2017-03,C_ID_2e42934e7a,1,1,0,0.10411836,train,2017,03,64,6,2
2016-12,C_ID_ea7c8160a0,4,1,1,0.71397481,train,2016,12,61,5,11
2016-11,C_ID_e98ce2d4bf,1,2,0,0.87294288,train,2016,11,60,5,10
2017-08,C_ID_6e011f74f1,4,2,1,2.33563096,train,2017,08,69,6,7
2016-12,C_ID_517bb198d3,2,1,1,2.43923423,train,2016,12,61,5,11
2016-08,C_ID_a64da00f59,4,2,1,-3.09570808,train,2016,08,57,5,7
2017-06,C_ID_9146d9ac40,4,2,1,-1.56206207,train,2017,06,67,6,5
2017-05,C_ID_bce4f5eada,4,1,1,-0.47677556,train,2017,05,66,6,4
2017-10,C_ID_ac94f4af50,1,1,0,-1.98030446,train,2017,10,71,6,9
2017-09,C_ID_54ba95b95d,4,1,1,-1.18913089,train,2017,09,70,6,8
2017-10,C_ID_c9214bd97d,2,2,1,-1.6194811,train,2017,10,71,6,9
2015-02,C_ID_5c1210ce47,2,3,1,2.13829801,train,2015,02,39,4,1
2016-08,C_ID_c8c3048f92,4,1,1,0.68217033,train,2016,08,57,5,7
2015-06,C_ID_292d7533d0,4,1,1,5.50956334,train,2015,06,43,4,5
2016-12,C_ID_8caf1e8cb6,4,2,1,0.94185973,train,2016,12,61,5,11
2017-12,C_ID_0483bcff5f,4,2,1,-0.22543796,train,2017,12,73,6,11
2016-12,C_ID_f77f9b9c7b,0,2,0,-0.56981121,train,2016,12,61,5,11
2017-10,C_ID_8745048178,4,2,1,0.19883228,train,2017,10,71,6,9
2017-05,C_ID_f5f9b50aa0,4,1,1,-0.56839154,train,2017,05,66,6,4
2017-03,C_ID_1410a8ed31,1,2,0,-1.31734137,train,2017,03,64,6,2
2017-05,C_ID_bc0fc730e9,2,3,1,4.82946213,train,2017,05,66,6,4
2017-11,C_ID_8e689b3861,1,3,0,-0.26859338,train,2017,11,72,6,10
2016-06,C_ID_4344afe355,1,2,0,-4.59968807,train,2016,06,55,5,5
2017-06,C_ID_03102cc40a,4,1,1,1.84738014,train,2017,06,67,6,5
2017-09,C_ID_5d36f80de9,2,1,1,1.10004171,train,2017,09,70,6,8
2016-12,C_ID_93c1eccc4e,1,2,0,0.30829004,train,2016,12,61,5,11
2017-11,C_ID_e092de73ac,2,2,1,-2.33539619,train,2017,11,72,6,10
2016-09,C_ID_eaf9d83179,1,2,0,0.4529083,train,2016,09,58,5,8
2017-11,C_ID_47b4dd4fa3,2,3,1,2.20630595,train,2017,11,72,6,10
2017-10,C_ID_6095d49d2d,4,1,1,-1.50258226,train,2017,10,71,6,9
2017-06,C_ID_622f8a15bd,2,3,1,-0.1447484,train,2017,06,67,6,5
2017-08,C_ID_da454ee7f9,3,3,0,-4.05236354,train,2017,08,69,6,7
2014-12,C_ID_b0434b9e97,2,1,1,-5.97074245,train,2014,12,37,3,11
2016-02,C_ID_8b80c34001,2,3,1,-0.00322931,train,2016,02,51,5,1
2017-09,C_ID_9847330b49,1,3,0,0.85970731,train,2017,09,70,6,8
2016-10,C_ID_f1f43f194f,3,2,0,0.97316411,train,2016,10,59,5,9
2017-09,C_ID_9b3a23357b,1,3,0,0.92659817,train,2017,09,70,6,8
2017-12,C_ID_8a78fcd879,1,3,0,-0.03285575,train,2017,12,73,6,11
2017-08,C_ID_d89ae72374,2,2,1,-0.68216689,train,2017,08,69,6,7
2016-10,C_ID_41d38a47a5,1,2,0,-1.04729941,train,2016,10,59,5,9
2017-01,C_ID_4e60a85808,3,3,0,1.62676882,train,2017,01,62,6,0
2017-02,C_ID_43c014fb75,2,3,1,-0.99957522,train,2017,02,63,6,1
2017-09,C_ID_faa8739479,2,1,1,0.43580834,train,2017,09,70,6,8
2016-11,C_ID_abe4a6c5e3,2,2,1,0.24803058,train,2016,11,60,5,10
2017-09,C_ID_2fc870ef35,2,1,1,1.00841027,train,2017,09,70,6,8
2017-09,C_ID_4539306c42,3,1,0,0.16908581,train,2017,09,70,6,8
2016-08,C_ID_9c53d00541,4,1,1,-1.04589442,train,2016,08,57,5,7
2017-02,C_ID_34bcd19166,2,2,1,-1.89060895,train,2017,02,63,6,1
2017-03,C_ID_3a1ce458df,0,3,0,-1.12902668,train,2017,03,64,6,2
2016-01,C_ID_cd45314a1a,4,1,1,-1.45228238,train,2016,01,50,5,0
2017-09,C_ID_67d87f8981,4,2,1,1.45472006,train,2017,09,70,6,8
2016-03,C_ID_5d9bbb6136,2,3,1,1.88703351,train,2016,03,52,5,2
2017-05,C_ID_cb44a5dd3b,1,1,0,-5.01795371,train,2017,05,66,6,4
2017-11,C_ID_4a317a31f9,0,1,0,-0.20960204,train,2017,11,72,6,10
2017-06,C_ID_94d026728c,2,2,1,-2.18763596,train,2017,06,67,6,5
2017-11,C_ID_68c1d717ee,1,2,0,-1.89396805,train,2017,11,72,6,10
2016-10,C_ID_4aeb24c877,2,1,1,-0.46462863,train,2016,10,59,5,9
2017-11,C_ID_2e2a6de629,3,3,0,0.61183197,train,2017,11,72,6,10
2016-12,C_ID_fb631745e3,2,1,1,-2.0430612,train,2016,12,61,5,11
2017-08,C_ID_2caef8dafb,0,3,0,-2.13312005,train,2017,08,69,6,7
2017-11,C_ID_5e3790188d,4,2,1,-1.04818942,train,2017,11,72,6,10
2017-05,C_ID_8801410046,4,2,1,3.15498398,train,2017,05,66,6,4
2017-11,C_ID_77a8d084a5,1,2,0,-0.67218004,train,2017,11,72,6,10
2017-08,C_ID_0f5e9f4942,2,1,1,-0.43562449,train,2017,08,69,6,7
2017-02,C_ID_b65681c516,2,2,1,-1.61825182,train,2017,02,63,6,1
2017-09,C_ID_4e11f484ea,2,3,1,0.65028698,train,2017,09,70,6,8
2017-04,C_ID_7708846697,4,2,1,-0.90283949,train,2017,04,65,6,3
2017-01,C_ID_88e7a7fc1e,2,2,1,0.45826661,train,2017,01,62,6,0
2017-10,C_ID_62bf90c338,1,2,0,-2.16023855,train,2017,10,71,6,9
2017-10,C_ID_7d4f72d832,2,2,1,-0.0484516,train,2017,10,71,6,9
2016-12,C_ID_79acc88b26,2,2,1,-9.32192809,train,2016,12,61,5,11
2015-09,C_ID_9e82b116b8,2,1,1,2.38409883,train,2015,09,46,4,8
2017-10,C_ID_eea148207b,3,1,0,-0.79266002,train,2017,10,71,6,9
2017-08,C_ID_b80dd78bd1,2,1,1,-3.1561557,train,2017,08,69,6,7
2015-02,C_ID_3f11361095,2,3,1,1.41542972,train,2015,02,39,4,1
2017-10,C_ID_280213197d,0,2,0,0.86412067,train,2017,10,71,6,9
2017-10,C_ID_a931a6b78b,2,1,1,-0.7032226,train,2017,10,71,6,9
2017-04,C_ID_1fc5be50fe,2,2,1,-0.84925856,train,2017,04,65,6,3
2017-02,C_ID_e8f0ddd90b,2,2,1,0.39037018,train,2017,02,63,6,1
2017-07,C_ID_01acf1b7f1,3,1,0,1.65533836,train,2017,07,68,6,6
2016-11,C_ID_11f75230fa,1,2,0,0.68328187,train,2016,11,60,5,10
2017-08,C_ID_ed63bab38e,1,3,0,0.6196729,train,2017,08,69,6,7
2017-07,C_ID_282b1f3263,1,2,0,-0.41047163,train,2017,07,68,6,6
2015-04,C_ID_1dda6dd240,1,2,0,-0.04492131,train,2015,04,41,4,3
2017-04,C_ID_904cc8b387,1,1,0,-0.34355516,train,2017,04,65,6,3
2017-06,C_ID_fbd07eac0e,1,3,0,-0.45584362,train,2017,06,67,6,5
2017-08,C_ID_cb50b8c056,2,1,1,-1.08105349,train,2017,08,69,6,7
2017-06,C_ID_e5522d1a48,1,3,0,-1.21400468,train,2017,06,67,6,5
2014-09,C_ID_1a8da3d889,2,3,1,0.18995815,train,2014,09,34,3,8
2016-11,C_ID_7b28153973,1,2,0,2.00305998,train,2016,11,60,5,10
2016-06,C_ID_558c8e58fe,1,2,0,-5.37508289,train,2016,06,55,5,5
2016-08,C_ID_fc35bc9918,2,1,1,-0.13373807,train,2016,08,57,5,7
2016-01,C_ID_120824a2ba,1,2,0,0.39119444,train,2016,01,50,5,0
2016-04,C_ID_06b835d0cd,1,2,0,0.54375013,train,2016,04,53,5,3
2017-08,C_ID_6bdbead654,1,1,0,-1.40651981,train,2017,08,69,6,7
2016-05,C_ID_6154c6789e,1,2,0,-0.24142039,train,2016,05,54,5,4
2017-11,C_ID_53038f28ca,1,2,0,0.19488295,train,2017,11,72,6,10
2016-10,C_ID_40b8785b12,4,2,1,-1.79381288,train,2016,10,59,5,9
2017-10,C_ID_b6bdc7078f,2,1,1,3.18939376,train,2017,10,71,6,9
2016-06,C_ID_cb5310a191,4,2,1,-6.55939871,train,2016,06,55,5,5
2017-05,C_ID_fcc888cc21,4,2,1,1.91330007,train,2017,05,66,6,4
2017-12,C_ID_eba5d9f810,4,1,1,-0.63937517,train,2017,12,73,6,11
2015-09,C_ID_1d8903f5ef,2,1,1,-0.66930898,train,2015,09,46,4,8
2017-07,C_ID_7dc3fcabb6,2,2,1,0.67370099,train,2017,07,68,6,6
2017-09,C_ID_9bf53bc513,0,1,0,0.10414673,train,2017,09,70,6,8
2012-05,C_ID_0c22bffe9b,2,3,1,1.79995527,train,2012,05,6,1,4
2016-12,C_ID_751204a1ba,2,2,1,-5.27125442,train,2016,12,61,5,11
2016-03,C_ID_518441561b,1,2,0,-0.37121109,train,2016,03,52,5,2
2017-02,C_ID_8540c92643,2,2,1,-1.050219,train,2017,02,63,6,1
2015-12,C_ID_5391bff212,4,1,1,-33.21928095,train,2015,12,49,4,11
2016-11,C_ID_447717a8ba,2,3,1,-0.52705537,train,2016,11,60,5,10
2016-11,C_ID_fa92dd7048,4,2,1,0.53606927,train,2016,11,60,5,10
2016-07,C_ID_2b4696f89a,1,2,0,1.20249729,train,2016,07,56,5,6
2016-11,C_ID_9b5c6a0f15,0,2,0,1.51291351,train,2016,11,60,5,10
2015-06,C_ID_4acb042e55,4,1,1,0.15626162,train,2015,06,43,4,5
2017-09,C_ID_98a9e198b1,1,3,0,0.46147475,train,2017,09,70,6,8
2017-07,C_ID_a39ff587a0,2,3,1,-1.45744307,train,2017,07,68,6,6
2017-12,C_ID_0e3a89690d,4,1,1,0.29417526,train,2017,12,73,6,11
2017-09,C_ID_1b4e9f2513,4,1,1,0.53282488,train,2017,09,70,6,8
2017-06,C_ID_fd5974a2b9,1,2,0,-2.32307021,train,2017,06,67,6,5
2016-08,C_ID_5cb6df2cc7,1,2,0,-1.30913698,train,2016,08,57,5,7
2017-03,C_ID_d1980c876e,1,1,0,-0.03762202,train,2017,03,64,6,2
2017-09,C_ID_3978070be0,1,2,0,1.12290277,train,2017,09,70,6,8
2017-04,C_ID_55da5fe6e7,4,1,1,0.08311293,train,2017,04,65,6,3
2015-02,C_ID_87d5ca9aa7,4,1,1,-1.95624784,train,2015,02,39,4,1
2017-11,C_ID_93e049f26b,2,3,1,-0.70134905,train,2017,11,72,6,10
2017-05,C_ID_16470a2a0a,2,1,1,-2.03235896,train,2017,05,66,6,4
2017-03,C_ID_ea398d2777,3,1,0,-0.31223776,train,2017,03,64,6,2
2016-03,C_ID_ffec483ae9,4,1,1,4.68820018,train,2016,03,52,5,2
2017-12,C_ID_9f6700bc97,2,2,1,0.38831787,train,2017,12,73,6,11
2017-07,C_ID_8f71c0c1bd,2,2,1,-1.42552938,train,2017,07,68,6,6
2017-08,C_ID_4f570624a1,2,2,1,1.42190366,train,2017,08,69,6,7
2016-12,C_ID_87514f2148,4,1,1,2.11755993,train,2016,12,61,5,11
2017-08,C_ID_86e81f8dd1,4,1,1,1.72904204,train,2017,08,69,6,7
2017-07,C_ID_81cd4457f2,4,2,1,4.70125256,train,2017,07,68,6,6
2017-03,C_ID_f8104cf8bc,4,1,1,0.12481624,train,2017,03,64,6,2
2017-10,C_ID_c0e427eaef,2,1,1,1.25600211,train,2017,10,71,6,9
2017-08,C_ID_704d06f792,3,3,0,-0.7666072,train,2017,08,69,6,7
2017-11,C_ID_a12dce4367,2,1,1,1.11720067,train,2017,11,72,6,10
2017-10,C_ID_a053721738,2,2,1,-0.93728454,train,2017,10,71,6,9
2016-10,C_ID_9f4fdeef86,1,2,0,8.78270342,train,2016,10,59,5,9
2017-11,C_ID_9c5663b094,4,2,1,0.7994678,train,2017,11,72,6,10
2014-03,C_ID_7fb9d2db0b,2,3,1,-0.36225046,train,2014,03,28,3,2
2017-07,C_ID_c5dd2527fa,1,1,0,-0.07439161,train,2017,07,68,6,6
2017-04,C_ID_5d35ccf2be,1,1,0,-0.82649193,train,2017,04,65,6,3
2017-11,C_ID_3aa2c9a6c9,2,1,1,1.8860669,train,2017,11,72,6,10
2016-11,C_ID_1dfca35341,1,2,0,-0.58334435,train,2016,11,60,5,10
2017-12,C_ID_90236b2704,4,1,1,-0.91028847,train,2017,12,73,6,11
2017-11,C_ID_067477e50b,1,3,0,-0.08817295,train,2017,11,72,6,10
2016-09,C_ID_206c8c955d,1,2,0,0.97286247,train,2016,09,58,5,8
2016-08,C_ID_5bad599f42,4,2,1,-1.61615744,train,2016,08,57,5,7
2017-06,C_ID_fbddc467f7,1,2,0,-0.8148244,train,2017,06,67,6,5
2016-10,C_ID_b3f60c2706,2,2,1,-0.5529542,train,2016,10,59,5,9
2016-08,C_ID_edb9436747,4,2,1,-1.72862328,train,2016,08,57,5,7
2017-09,C_ID_42c385bd7e,3,1,0,-4.41538384,train,2017,09,70,6,8
2017-01,C_ID_9e0c1e5228,1,1,0,0.20715245,train,2017,01,62,6,0
2014-06,C_ID_2fa40b3cfc,2,1,1,-2.1115483,train,2014,06,31,3,5
2017-10,C_ID_c489b1b477,2,2,1,0.98988054,train,2017,10,71,6,9
2017-07,C_ID_00bebd74b6,3,1,0,-0.17144201,train,2017,07,68,6,6
2017-06,C_ID_97c4535624,1,1,0,-0.18814084,train,2017,06,67,6,5
2017-11,C_ID_caf8849a1b,4,1,1,-1.54318601,train,2017,11,72,6,10
2017-12,C_ID_89baf1be6a,2,1,1,1.70904149,train,2017,12,73,6,11
2017-09,C_ID_9b216f8c52,1,1,0,-0.67380924,train,2017,09,70,6,8
2017-03,C_ID_9eb18652db,4,1,1,-2.39245284,train,2017,03,64,6,2
2017-10,C_ID_1ea349746d,2,2,1,-0.30963391,train,2017,10,71,6,9
2016-04,C_ID_f0dc29779a,1,2,0,0.0,train,2016,04,53,5,3
2014-07,C_ID_563823e462,2,3,1,0.18276586,train,2014,07,32,3,6
2017-03,C_ID_86e8d388dd,2,3,1,1.60156741,train,2017,03,64,6,2
2015-12,C_ID_9925f8779d,4,1,1,0.61688554,train,2015,12,49,4,11
2017-09,C_ID_93c49c7de9,4,1,1,-0.02182246,train,2017,09,70,6,8
2015-06,C_ID_752a1b8b12,4,1,1,0.75744878,train,2015,06,43,4,5
2017-08,C_ID_1efdc237c4,1,2,0,-2.14376074,train,2017,08,69,6,7
2016-03,C_ID_95257531f5,2,3,1,2.5299052,train,2016,03,52,5,2
2017-07,C_ID_6b276b4c94,2,2,1,-0.30368972,train,2017,07,68,6,6
2017-05,C_ID_ba4927a52b,4,1,1,6.11345378,train,2017,05,66,6,4
2016-06,C_ID_f28ef285a9,4,1,1,-1.95559354,train,2016,06,55,5,5
2011-11,C_ID_0a70866829,2,1,1,-2.54436128,train,2011,11,0,0,10
2017-08,C_ID_96d78671f1,3,1,0,-0.04753427,train,2017,08,69,6,7
2017-10,C_ID_f598a64aef,1,1,0,-1.31710176,train,2017,10,71,6,9
2017-06,C_ID_486e7865e7,4,2,1,-0.00456151,train,2017,06,67,6,5
2016-06,C_ID_a6fcd180a7,3,2,0,0.00876712,train,2016,06,55,5,5
2017-06,C_ID_ae552ec6d9,1,1,0,2.64875475,train,2017,06,67,6,5
2017-08,C_ID_39bdf2a2c4,2,3,1,0.29164542,train,2017,08,69,6,7
